"gender","marriage","age","rank","kid","com","growth_origin","sectors_code","position_code","ccode","com_size","CSEP_prob","position_clean","nationality","n_fam","CSEP","salary","fam_wealth","edu","eng","livcost","wealth_init","wealth_rank","com_house","com_child","hpref_dist","hpref_safe","hpref_fq","hpref_loc","hpref_edu","hpref_nroom","salary_mth","hpref_price","spouse_edu","spouse_rpe","spouse_gender","spouse_age","visaperiod"
0,1,32,1,0,-1.026394,-0.4298386,2,49,552,2,0.8,"Risk Management","Zimbabwe",2,1,50286.94,1243.483,77.17823,90.57319,996.7156,51530.43,4,1,0,4,5,5,4,0,2,4190.579,3142.934,61.52597,1,1,31.41427,365
0,0,36,2,0,-2.584404,-0.4298386,3,60,552,2,0.95,"Information Technology/Software","Zimbabwe",1,1,51142.86,1402.361,87.89594,89.30372,1025.208,52545.22,4,1,0,4,5,5,5,0,1,4261.905,3196.429,78.01,0,1,33.86293,730
1,1,37,3,3,-0.008921137,-0.4298386,3,60,552,2,0.95,"Information Technology/Software","Zimbabwe",5,1,63969.58,1440.168,87.56259,89.93371,1305.166,65409.75,4,1,0,4,3,5,4,0,3,5330.799,3998.099,87.11871,1,0,35.09324,10585
1,1,36,1,0,-0.1798474,-0.4298386,3,60,552,2,0.95,"Information Technology/Software","Zimbabwe",2,1,46063.05,1608.042,86.24645,90.12807,918.9621,47671.09,3,3,0,3,4,3,4,0,0,3838.587,2303.152,77.59178,1,0,32.37926,365
1,0,32,2,0,-1.65234,-0.4298386,3,60,552,2,0.95,"Information Technology/Software","Zimbabwe",1,1,51202.57,1336.126,87.65433,89.75072,1006.693,52538.7,4,1,1,4,4,5,3,0,1,4266.881,3200.161,78.01,1,0,30.10036,730
1,0,49,2,0,-0.6417386,3.347821,0,6,553,1,1,"Medical","Malawi",1,1,28022.69,301.5269,94.28218,88.89914,571.5021,28324.22,1,1,1,1,1,2,2,0,1,2335.224,817.3284,78.01,0,0,49.10673,730
1,1,47,1,1,1.48232,3.347821,0,6,553,1,1,"Medical","Malawi",3,1,25181.83,427.5117,97.07538,89.21465,506.6268,25609.34,1,1,0,1,2,1,2,1,4,2098.486,734.4701,81.86304,0,1,44.04943,365
0,0,57,1,0,-0.2102173,0.02082473,2,45,560,3,0.8,"Management (General)","South Africa",1,1,34587.58,5904.619,78.91586,78.27475,682.9541,40492.2,3,1,0,3,3,4,4,0,0,2882.298,1729.379,78.01,0,1,53.95437,365
0,0,57,1,0,-0.2087392,0.02082473,2,45,560,3,0.8,"Management (General)","South Africa",1,1,34533.67,5954.699,80.11077,80.14397,692.935,40488.37,3,1,0,3,4,3,4,0,1,2877.806,1726.683,78.01,0,1,55.38109,365
0,1,28,2,2,0.5580671,0.02082473,1,23,560,3,0,"Mechanic","South Africa",4,0,31200.79,5887.133,64.92174,68.27652,623.3889,37087.92,2,2,1,2,2,2,2,1,1,2600.066,1040.026,78.47428,0,1,26.18178,730
0,1,27,2,0,-0.5249428,0.02082473,1,23,560,3,0,"Mechanic","South Africa",2,0,31195.05,5944.658,64.09938,67.874,623.0988,37139.71,2,1,1,3,3,2,2,0,3,2599.588,1039.835,103.5195,1,1,24.02203,730
0,0,47,1,0,-1.947707,0.02082473,0,4,560,3,1,"General Practitioner","South Africa",1,1,79988.99,5948.496,89.95031,94.11735,1580.465,85937.48,4,2,0,4,5,4,4,0,1,6665.749,4999.312,78.01,1,0,44.98745,365
1,1,46,1,0,-1.703972,0.02082473,0,4,560,3,1,"General Practitioner","South Africa",2,1,79904.94,5875.393,89.81662,96.63897,1609.311,85780.33,4,1,0,4,5,5,4,0,1,6658.745,4994.059,83.9891,0,0,44.21066,365
1,1,52,1,1,-0.8701194,0.02082473,0,4,560,3,1,"General Practitioner","South Africa",3,1,79939.82,5896.232,90.88843,93.47387,1596.44,85836.05,4,2,0,5,5,4,4,0,3,6661.652,4996.239,83.54976,0,0,49.19996,365
1,1,51,3,1,-0.9356678,0.02082473,0,4,560,3,1,"General Practitioner","South Africa",3,1,110985.3,5990.768,89.07951,96.53725,2231.914,116976.1,5,1,1,5,5,5,4,1,2,9248.776,8323.898,55.8947,1,0,51.17502,5475
1,1,52,3,1,-0.9451179,0.02082473,0,4,560,3,1,"General Practitioner","South Africa",3,1,110986.6,5918.808,91.7648,94.80289,2196.776,116905.4,5,1,1,5,5,4,4,1,3,9248.883,8323.995,76.70634,0,0,50.76587,5110
1,0,33,2,0,0.3753077,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",1,1,35943.19,6057.466,61.87842,65.41751,721.1815,42000.66,3,2,1,3,4,4,4,0,0,2995.266,1797.159,78.01,1,0,28.41508,730
1,1,31,1,0,-0.2304796,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",2,1,32431.11,5977.685,64.38011,63.46382,645.3925,38408.79,2,1,1,2,2,2,2,0,0,2702.592,1081.037,85.10307,1,0,28.48706,365
1,1,31,1,0,-1.879423,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",2,0,32438.71,5932.779,61.89533,67.18137,659.3607,38371.49,2,1,0,2,3,2,3,0,1,2703.226,1081.29,74.53902,0,0,30.72101,365
1,1,34,1,1,-0.3400448,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",3,0,32382.73,5953.028,63.13404,63.82148,645.2372,38335.76,2,1,0,2,2,2,2,1,3,2698.561,1079.424,69.90518,0,0,33.95307,365
1,1,33,3,2,1.404171,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",4,0,45019.49,5944.499,61.76226,65.9672,903.0248,50963.99,4,3,0,4,4,4,4,1,4,3751.624,2813.718,94.72224,0,0,30.52745,12045
1,0,34,2,0,-0.2784098,0.02082473,1,17,560,3,0.8,"Engineering (General)","South Africa",1,1,36048.89,5858.617,61.90495,66.5972,708.7074,41907.51,3,3,1,3,3,4,3,0,1,3004.074,1802.444,78.01,0,1,30.04129,730
0,1,28,2,0,1.46133,0.02082473,1,16,560,3,0.8,"Electrical","South Africa",2,1,41595.77,5943.479,56.79878,63.60485,820.3501,47539.25,3,2,0,3,4,3,4,0,2,3466.314,2079.789,75.16884,0,1,27.05579,730
0,0,26,1,0,0.5154167,0.02082473,1,16,560,3,0.8,"Electrical","South Africa",1,1,37419.57,5909.476,59.46075,66.87406,745.7241,43329.05,3,2,0,3,3,3,3,0,0,3118.297,1870.978,78.01,1,1,24.20085,365
1,1,32,2,1,-0.5777329,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",3,1,51291.72,5977.156,86.53036,82.30005,1018.26,57268.88,4,1,0,4,5,4,4,1,1,4274.31,3205.733,71.12916,1,0,29.87821,730
1,1,31,1,2,-1.210666,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",4,1,46158.31,5880.454,87.00133,89.05993,931.5085,52038.76,4,1,0,5,4,5,3,1,3,3846.526,2884.894,64.94012,0,0,30.27199,365
1,1,35,1,2,-0.4398827,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",4,1,46031.68,6017.123,85.99121,80.80433,916.7902,52048.8,4,1,1,5,4,4,4,1,2,3835.973,2876.98,98.99207,1,0,33.92188,365
1,1,33,1,0,0.2160862,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",2,1,46080.25,5950.869,89.14458,81.2704,927.2354,52031.12,4,1,0,4,5,4,4,0,1,3840.021,2880.016,86.35277,0,0,29.71641,365
1,1,32,1,0,-1.647593,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",2,0,46107.13,5936.14,84.99113,82.95267,925.5138,52043.27,4,1,1,4,3,4,4,0,2,3842.261,2881.696,76.39884,1,0,30.50748,365
1,1,37,1,0,0.9378028,0.02082473,3,60,560,3,0.95,"Information Technology/Software","South Africa",2,1,46066.83,5936.806,88.31368,82.57109,918.8714,52003.63,4,1,0,5,4,4,4,0,0,3838.902,2879.177,95.33088,0,0,34.85416,365
1,0,42,2,0,2.334527,0.02082473,1,15,560,3,0.7,"Design","South Africa",1,0,36775.97,5940.573,77.50678,61.65948,730.5985,42716.55,3,2,0,4,4,3,4,0,0,3064.664,1838.799,78.01,1,0,40.26217,730
0,0,41,2,0,0.7351532,0.02082473,1,15,560,3,0.7,"Design","South Africa",1,1,36850.59,6000.285,77.29183,64.70305,727.9632,42850.88,3,2,1,4,4,4,3,0,1,3070.883,1842.53,78.01,1,1,40.22078,730
1,1,33,2,0,0.03956154,0.02082473,2,40,560,3,0.8,"Consultancy","South Africa",2,0,103932,6027.036,80.19484,79.31777,2069.007,109959.1,5,1,0,5,4,5,4,0,0,8661.002,7794.902,76.99146,1,0,28.74019,730
1,1,39,1,0,-0.8986662,0.02082473,2,40,560,3,0.8,"Consultancy","South Africa",2,1,93679.41,5938.237,76.21427,80.73942,1876.541,99617.65,5,1,0,4,5,5,5,0,0,7806.617,7025.956,85.93416,0,0,35.53813,365
0,1,30,1,1,-0.7233135,0.02082473,2,40,560,3,0.8,"Consultancy","South Africa",3,1,93586.82,5979.81,78.614,75.3253,1856.25,99566.63,5,1,0,4,5,5,4,0,2,7798.901,7019.011,75.06352,1,1,27.39787,365
1,1,33,1,0,-0.8996378,0.02082473,2,40,560,3,0.8,"Consultancy","South Africa",2,1,93638.7,5989.102,76.92471,78.22517,1871.802,99627.8,5,2,1,5,4,5,5,0,1,7803.225,7022.902,81.21855,1,0,30.83899,365
1,1,35,1,2,-0.8052676,0.02082473,2,40,560,3,0.8,"Consultancy","South Africa",4,1,93595.91,5957.535,78.45783,81.00769,1865.79,99553.45,5,1,0,4,5,5,4,0,2,7799.659,7019.693,70.6584,1,0,32.53057,365
1,0,34,3,0,-0.2088888,0.02082473,8,87,560,3,0,"Locum","South Africa",1,0,50023.04,6137.558,72.33055,82.88423,992.7008,56160.6,4,1,1,4,5,5,4,0,1,4168.587,3126.44,78.01,0,0,30.08404,11680
1,0,35,1,0,0.9736851,0.02082473,8,87,560,3,0,"Locum","South Africa",1,0,35988.07,5901.632,67.78275,78.5149,733.1037,41889.7,3,2,0,3,3,3,3,0,1,2999.006,1799.404,78.01,0,1,32.24959,365
1,1,28,3,2,-1.443161,0.02082473,2,38,560,3,0.8,"Auditing","South Africa",4,1,50019.09,6000.774,76.75989,77.43917,1000.162,56019.86,4,1,0,5,4,4,4,1,4,4168.257,3126.193,75.23584,0,0,25.7801,13870
0,1,28,2,0,0.1384094,0.02082473,2,38,560,3,0.8,"Auditing","South Africa",2,1,40006.71,5967.971,77.40151,79.34762,806.8791,45974.68,3,1,1,4,4,3,4,0,2,3333.892,2000.335,71.22077,0,1,26.04053,730
1,1,28,3,3,-1.195446,0.02082473,2,38,560,3,0.8,"Auditing","South Africa",5,1,49981.94,5942.443,78.1162,79.97586,995.2151,55924.39,4,1,0,5,5,5,4,1,4,4165.162,3123.872,80.63464,1,0,23.68802,13870
1,1,41,2,3,-0.6979937,0.02082473,0,6,560,3,1,"Medical","South Africa",5,1,27983.61,5972.576,97.32653,93.20613,569.8802,33956.19,1,1,1,2,1,2,1,0,3,2331.968,816.1887,75.81125,0,1,39.08702,730
1,0,43,1,0,0.1246356,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,25167.1,6000.436,97.04318,97.7125,507.5495,31167.54,1,2,1,2,2,1,2,0,0,2097.259,734.0406,78.01,1,0,42.50099,365
1,1,48,1,2,-0.9451824,0.02082473,0,6,560,3,1,"Medical","South Africa",4,1,25182.16,6010.409,95.38973,91.87511,497.7238,31192.57,1,2,0,2,1,2,1,1,2,2098.514,734.4798,75.9719,1,0,47.15481,365
1,1,47,3,1,1.504879,0.02082473,0,6,560,3,1,"Medical","South Africa",3,1,35006.57,5955.026,94.13915,92.65658,720.0804,40961.59,3,2,1,3,3,4,3,1,4,2917.214,1750.328,65.49733,1,0,43.73768,6935
1,0,45,1,0,1.094877,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,25202.49,5992.229,97.41227,91.88937,504.0724,31194.71,1,2,0,2,1,2,2,0,1,2100.207,735.0725,78.01,0,0,44.30133,365
1,0,40,3,0,0.1058594,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,34990.08,5987.135,96.58016,94.75613,707.3166,40977.22,3,3,1,3,3,3,3,0,1,2915.84,1749.504,78.01,0,0,38.51271,9490
0,1,45,2,0,0.4936343,0.02082473,0,6,560,3,1,"Medical","South Africa",2,1,28036.54,5795.556,97.04372,93.27376,560.7802,33832.1,1,1,1,2,1,1,1,0,1,2336.378,817.7324,61.73901,1,1,42.04283,730
1,1,48,3,0,-0.6671827,0.02082473,0,6,560,3,1,"Medical","South Africa",2,1,34979.83,5950.403,93.40033,94.40169,711.4346,40930.23,3,1,1,3,3,4,3,0,1,2914.986,1748.992,81.42941,1,0,46.01457,6570
1,1,38,1,0,0.118179,0.02082473,0,6,560,3,1,"Medical","South Africa",2,1,25172.92,5983.029,94.03182,95.24096,497.2447,31155.95,1,1,0,1,2,1,1,0,1,2097.744,734.2103,86.91626,1,0,35.58815,365
1,1,40,1,1,1.35929,0.02082473,0,6,560,3,1,"Medical","South Africa",3,1,25200.67,5930.354,95.32236,91.94794,498.4741,31131.02,1,1,0,2,2,2,1,1,2,2100.056,735.0195,82.66872,1,0,36.45185,365
0,0,41,3,0,-0.2212697,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,34993.98,5927.087,94.03131,95.21835,712.6285,40921.06,3,1,0,4,4,4,3,0,1,2916.165,1749.699,78.01,1,1,40.92923,9125
1,0,41,2,0,-0.6426439,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,27967.93,5962.668,96.10009,94.9645,550.0092,33930.59,1,2,0,1,2,2,1,0,0,2330.661,815.7312,78.01,1,1,39.2841,730
1,1,39,1,1,0.5308759,0.02082473,0,6,560,3,1,"Medical","South Africa",3,1,25195.81,5892.953,96.87028,96.82269,511.4376,31088.76,1,2,1,2,1,2,2,0,3,2099.651,734.8777,56.908,0,0,37.94714,365
1,0,41,1,0,-0.6199861,0.02082473,0,6,560,3,1,"Medical","South Africa",1,1,25215.31,5973.664,91.90362,93.38106,500.1946,31188.97,1,1,0,1,1,2,2,0,0,2101.275,735.4464,78.01,0,0,41.02726,365
1,1,48,1,0,0.8290214,0.02082473,0,3,560,3,1,"Doctor","South Africa",2,1,96484.7,5919.008,96.06288,94.0802,1923.429,102403.7,5,2,1,4,5,4,5,0,3,8040.391,7236.352,75.82129,1,0,45.88575,365
0,1,55,2,2,0.1728335,0.02082473,0,3,560,3,1,"Doctor","South Africa",4,1,107193,6091.369,91.86528,97.19117,2142.2,113284.3,5,2,0,5,5,5,4,1,3,8932.746,8039.472,73.76014,1,1,52.08469,730
1,1,49,1,1,1.855292,0.02082473,0,3,560,3,1,"Doctor","South Africa",3,1,96461.75,5904.688,92.75994,92.34424,1938.826,102366.4,5,1,0,4,5,5,4,1,2,8038.479,7234.631,87.85149,0,0,47.77162,365
1,1,53,3,1,0.6885572,0.02082473,7,80,560,3,0,"Hgv Driver","South Africa",3,0,39993.65,6037.821,57.10671,83.25417,794.0398,46031.47,3,1,0,4,3,3,3,1,2,3332.804,1999.682,88.56467,1,0,51.38063,4745
0,0,47,2,0,3.316353,0.02082473,7,80,560,3,0,"Hgv Driver","South Africa",1,0,31999.61,5959.297,57.6143,82.15168,647.1599,37958.91,2,2,0,2,2,2,2,0,1,2666.634,1066.654,78.01,0,1,45.62925,730
0,1,42,1,1,-0.9837819,0.02082473,7,85,560,3,0,"Truck Driver","South Africa",3,0,28817.63,5908.895,57.18317,82.68469,568.113,34726.52,2,1,1,2,2,2,2,1,3,2401.469,960.5877,69.98443,0,1,40.59539,365
1,0,46,3,0,0.3947104,0.02082473,7,85,560,3,0,"Truck Driver","South Africa",1,0,39987.34,6040.386,61.08436,77.79458,808.6724,46027.72,3,2,0,3,4,4,4,0,1,3332.278,1999.367,78.01,0,0,42.50649,7300
1,0,43,1,0,-1.742299,0.02082473,7,85,560,3,0,"Truck Driver","South Africa",1,0,28787.2,5797.574,58.68538,80.80085,566.0348,34584.77,2,3,0,2,2,3,3,0,1,2398.933,959.5733,78.01,0,0,42.35356,365
1,1,50,1,1,1.24824,0.02082473,7,85,560,3,0,"Truck Driver","South Africa",3,0,28846.51,6006.649,56.34464,78.25871,573.4617,34853.16,2,2,0,3,2,2,3,1,3,2403.876,961.5505,80.07361,1,0,47.16369,365
1,1,44,1,1,0.5923454,0.02082473,7,79,560,3,0,"Driver","South Africa",3,0,30959.44,5863.522,61.85398,79.73445,628.4621,36822.97,2,3,0,3,2,2,2,1,4,2579.954,1031.981,83.80016,1,0,41.7704,365
1,1,41,2,0,-0.7361165,0.02082473,7,79,560,3,0,"Driver","South Africa",2,0,34386.98,5966.475,58.26993,84.46072,697.8093,40353.46,3,2,0,4,3,4,3,0,3,2865.582,1719.349,75.15384,0,0,40.44039,730
1,0,43,1,0,-0.7758658,0.02082473,7,79,560,3,0,"Driver","South Africa",1,0,30949.24,6025.348,57.92289,82.22119,617.1345,36974.58,2,1,0,3,3,3,2,0,1,2579.103,1031.641,78.01,1,0,40.2003,365
1,1,40,2,2,-0.4449722,0.02082473,1,33,560,3,0,"Technician","South Africa",4,0,34389.37,5988.858,70.22044,65.26456,689.7787,40378.23,3,1,0,4,3,3,4,0,2,2865.781,1719.469,72.98421,0,0,38.34241,730
1,1,45,2,0,0.8557043,0.02082473,1,33,560,3,0,"Technician","South Africa",2,0,34384.69,5999.304,71.75184,63.55987,697.9029,40383.99,3,3,1,3,4,4,4,0,1,2865.391,1719.234,81.83612,0,0,42.60937,730
1,0,43,1,0,-0.4990105,0.02082473,3,63,560,3,0.95,"Technical/Digital","South Africa",1,1,28085.86,5997.23,80.81743,81.68647,558.7015,34083.09,1,3,0,2,1,1,2,0,1,2340.489,819.171,78.01,1,0,41.25811,365
1,1,44,1,2,0.5249804,0.02082473,3,63,560,3,0.95,"Technical/Digital","South Africa",4,1,28067.04,5989.965,90.18096,84.37204,569.53,34057.01,1,3,1,1,2,2,1,1,2,2338.92,818.6221,77.58428,1,0,42.73657,365
0,0,42,1,0,-0.05109489,0.02082473,7,81,560,3,0.8,"Marketing","South Africa",1,0,37413.04,5983.119,72.55627,75.74421,753.6781,43396.16,3,2,1,4,3,4,3,0,1,3117.754,1870.652,78.01,1,1,39.5134,365
0,0,45,1,0,-0.6722106,0.02082473,7,81,560,3,0.8,"Marketing","South Africa",1,1,37402.02,5896.007,73.23151,82.32944,747.063,43298.03,3,3,1,4,3,4,4,0,1,3116.835,1870.101,78.01,1,1,43.96471,365
1,1,63,2,0,-0.4396775,0.02082473,6,71,560,3,0.9,"Academic/Teaching","South Africa",2,1,55202.01,5982.994,94.86733,92.85562,1106.241,61185,4,2,0,4,5,5,4,0,3,4600.167,3450.125,87.75132,0,1,61.85589,730
1,1,60,3,0,-0.2122794,0.02082473,6,71,560,3,0.9,"Academic/Teaching","South Africa",2,1,69010.68,5906.429,95.92574,94.65368,1378.155,74917.11,4,2,1,4,4,4,4,0,1,5750.89,4313.168,81.38822,0,0,57.18515,2190
1,0,27,3,0,1.576451,0.02082473,1,30,560,3,1,"Quantity Surveyor","South Africa",1,1,62013.56,6039.357,74.68706,62.30861,1226.285,68052.92,4,2,0,5,5,4,5,0,1,5167.797,3875.848,78.01,1,1,25.00294,14235
1,1,27,2,0,0.5889179,0.02082473,1,30,560,3,1,"Quantity Surveyor","South Africa",2,1,49626.87,6085.535,76.40359,65.43657,994.424,55712.4,4,2,1,5,5,5,5,0,1,4135.572,3101.679,78.45009,0,0,23.50106,730
1,1,54,3,0,0.2576946,0.02082473,2,42,560,3,0.8,"Executive Positions","South Africa",2,1,50014.59,5825.48,76.46082,73.78131,998.8004,55840.07,4,2,0,5,4,4,5,0,2,4167.883,3125.912,90.76216,1,0,51.15731,4380
0,1,51,2,2,0.2988728,0.02082473,2,42,560,3,0.8,"Executive Positions","South Africa",4,1,40019.03,5985.882,78.98859,77.30681,795.7869,46004.91,3,2,1,3,3,3,3,1,4,3334.919,2000.952,71.86816,0,1,48.35078,730
1,1,43,2,1,0.4302604,0.02082473,1,25,560,3,0,"Owner","South Africa",3,0,31237.66,6037.964,72.27973,69.21369,630.3703,37275.62,2,2,1,2,2,2,2,1,4,2603.138,1041.255,81.80573,1,0,41.37582,730
1,1,39,2,0,-0.3916229,0.02082473,1,25,560,3,0,"Owner","South Africa",2,0,31178.63,6059.622,71.4093,61.42616,617.1539,37238.25,2,1,0,3,3,3,2,0,2,2598.219,1039.288,65.59208,1,0,37.64548,730
0,1,31,1,0,0.4480927,0.02082473,1,26,560,3,0.3,"Performer","South Africa",2,0,31618.52,5896.783,69.86192,58.54025,625.4528,37515.31,2,1,1,3,3,3,3,0,3,2634.877,1053.951,77.15301,1,1,29.58607,365
1,0,30,2,0,0.4168997,0.02082473,1,26,560,3,0.3,"Performer","South Africa",1,1,35169.17,5928.981,73.07209,68.23896,715.6741,41098.15,3,2,0,4,3,4,3,0,0,2930.764,1758.459,78.01,0,0,28.36811,730
1,0,32,2,0,-0.2403352,0.02082473,1,26,560,3,0.3,"Performer","South Africa",1,0,35209.22,6017.262,71.36188,65.06486,706.4558,41226.48,3,1,0,3,3,3,3,0,1,2934.102,1760.461,78.01,1,0,29.10568,730
1,1,30,2,2,-0.4403839,0.02082473,1,26,560,3,0.3,"Performer","South Africa",4,0,35206.83,5945.32,68.96394,65.40463,716.5692,41152.15,3,2,1,3,3,4,4,1,2,2933.902,1760.341,83.38503,1,0,28.99485,730
0,0,30,1,0,0.3293213,0.02082473,1,26,560,3,0.3,"Performer","South Africa",1,1,31700.59,5946.291,71.67978,64.49745,624.178,37646.89,2,1,0,2,3,3,3,0,1,2641.716,1056.686,78.01,1,1,26.3211,365
1,1,30,1,1,0.7933259,0.02082473,1,26,560,3,0.3,"Performer","South Africa",3,0,31700.71,5929.562,69.41329,68.50874,635.65,37630.27,2,1,0,2,3,3,3,1,4,2641.726,1056.69,74.49663,1,0,26.20406,365
0,0,30,2,0,0.8388425,0.02082473,1,26,560,3,0.3,"Performer","South Africa",1,1,35209.35,6029.326,69.21097,64.05252,688.5467,41238.68,3,1,0,3,3,4,4,0,1,2934.112,1760.467,78.01,0,0,27.15604,730
0,1,48,1,0,-1.244208,0.02082473,0,7,560,3,0.9,"Nursing","South Africa",2,1,32405.82,5915.345,76.96226,94.17981,648.1985,38321.16,2,1,1,2,3,2,2,0,2,2700.485,1080.194,81.41244,0,1,46.57933,365
0,1,54,3,1,1.337218,0.02082473,0,7,560,3,0.9,"Nursing","South Africa",3,0,45028.36,5974.537,73.69589,92.12462,907.1734,51002.89,4,3,0,4,4,5,3,1,2,3752.363,2814.272,70.52002,1,1,51.3508,4380
0,0,28,1,0,0.6881982,-1.324422,2,38,565,1,0.8,"Auditing","Namibia",1,1,35993.47,4329.216,80.58195,77.09305,711.8448,40322.68,3,1,0,4,3,3,3,0,0,2999.456,1799.673,78.01,1,1,24.77722,365
1,0,31,1,0,0.1747798,-1.324422,2,38,565,1,0.8,"Auditing","Namibia",1,1,35984.06,4294.335,79.92062,76.29213,734.5475,40278.39,3,2,1,4,4,4,4,0,0,2998.671,1799.203,78.01,1,0,29.98035,365
0,0,28,1,0,-0.3013524,-1.324422,2,38,565,1,0.8,"Auditing","Namibia",1,1,35976.37,4424.686,76.73538,76.64199,738.5722,40401.05,3,3,1,3,4,3,3,0,1,2998.031,1798.818,78.01,0,1,24.40165,365
0,0,29,2,0,-0.3255031,-1.324422,2,38,565,1,0.8,"Auditing","Namibia",1,1,39995.72,4420.704,78.17108,81.81608,791.8423,44416.42,3,3,1,4,3,3,4,0,1,3332.976,1999.786,78.01,1,1,28.08932,730
1,0,27,2,0,-1.575203,-1.324422,2,38,565,1,0.8,"Auditing","Namibia",1,1,40021.67,4292.775,77.89301,82.36335,807.5248,44314.45,3,1,1,3,3,3,4,0,0,3335.139,2001.084,78.01,1,0,24.39546,730
0,1,34,1,0,-0.2461554,-1.324422,2,36,565,1,0.8,"Admin","Namibia",2,1,52587.92,4427.388,73.83981,82.4339,1041.799,57015.31,4,1,0,3,5,5,5,0,2,4382.327,3286.745,90.39625,0,1,32.73966,365
0,1,36,2,1,0.8248881,-1.324422,2,36,565,1,0.8,"Admin","Namibia",3,1,58421.94,4297.169,80.67559,76.70002,1160.504,62719.11,4,1,1,5,4,5,3,1,2,4868.495,3651.371,68.69846,1,1,32.8316,730
1,1,30,3,2,1.049453,-1.324422,3,63,565,1,0.95,"Technical/Digital","Namibia",4,1,38970.63,4301.91,87.62242,83.27925,770.2435,43272.54,3,3,1,3,3,4,3,1,3,3247.552,1948.531,78.8347,0,0,27.0834,13140
1,1,31,1,0,1.425214,-1.324422,3,63,565,1,0.95,"Technical/Digital","Namibia",2,1,28081.96,4391.185,86.57889,79.59429,560.6092,32473.15,1,1,0,2,2,2,1,0,2,2340.164,819.0572,82.90983,1,1,28.23443,365
0,1,37,1,0,-2.195654,-1.324422,3,60,565,1,0.95,"Information Technology/Software","Namibia",2,1,46024.03,4375.936,84.31152,87.92401,924.4918,50399.97,4,1,0,4,4,5,5,0,2,3835.336,2876.502,73.25819,1,1,35.42033,365
0,1,37,3,2,0.6203432,-1.324422,3,60,565,1,0.95,"Information Technology/Software","Namibia",4,1,64098.15,4394.376,88.72455,81.17393,1290.962,68492.53,4,1,1,4,5,5,4,1,3,5341.513,4006.135,66.00076,0,1,35.56376,10585
0,0,29,2,0,0.4169108,-1.020601,2,45,590,1,0.8,"Management (General)","Mauritius",1,1,38412.09,9794.267,80.06976,79.16446,761.0436,48206.35,3,1,1,3,4,3,3,0,1,3201.007,1920.604,78.01,1,1,27.46026,730
0,0,31,1,0,1.949622,-1.020601,2,45,590,1,0.8,"Management (General)","Mauritius",1,1,34583.59,9980.454,76.34396,76.81221,674.4965,44564.04,3,3,1,3,3,4,3,0,1,2881.966,1729.179,78.01,1,0,28.89024,365
1,0,32,2,0,-0.9853295,-1.020601,2,45,590,1,0.8,"Management (General)","Mauritius",1,1,38376.54,9946.435,78.39674,80.8724,763.9932,48322.98,3,1,0,4,4,3,3,0,0,3198.045,1918.827,78.01,1,0,29.62016,730
0,0,30,1,0,0.5454663,-1.020601,2,45,590,1,0.8,"Management (General)","Mauritius",1,1,34490.25,9813.923,77.12407,79.70295,683.9362,44304.18,3,1,1,3,4,4,4,0,1,2874.188,1724.513,78.01,1,1,25.6111,365
1,0,30,3,0,-0.07133802,-1.020601,4,65,590,1,NA,"Cook","Mauritius",1,NA,30026.5,9756.824,73.7674,68.55652,601.7601,39783.32,3,1,0,4,3,4,3,0,0,2502.208,1501.325,78.01,1,0,28.59201,13140
1,0,31,3,0,0.7580614,-1.020601,4,65,590,1,NA,"Cook","Mauritius",1,NA,29967.07,9806.853,72.33402,67.25065,598.2663,39773.93,3,2,1,4,4,3,4,0,0,2497.256,1498.354,78.01,0,0,29.12479,12775
1,1,28,1,0,1.117776,-1.020601,4,64,590,1,NA,"Chef","Mauritius",2,NA,26678.92,9751.987,71.37595,66.64258,529.3753,36430.9,2,2,1,2,2,3,2,0,0,2223.243,889.2972,83.19894,0,0,26.31404,365
1,0,29,1,0,-0.9868656,-1.020601,4,64,590,1,NA,"Chef","Mauritius",1,NA,26592.82,9949.629,73.91493,68.26563,527.8097,36542.45,2,1,1,3,3,2,2,0,0,2216.069,886.4274,78.01,1,0,28.50172,365
1,1,30,1,0,1.028914,-1.020601,4,64,590,1,NA,"Chef","Mauritius",2,NA,26605.08,9813.536,73.00055,72.59543,537.2391,36418.61,2,1,1,3,3,3,2,0,1,2217.09,886.8359,80.16321,0,0,26.75416,365
1,0,33,2,0,-0.1957287,-1.020601,4,64,590,1,NA,"Chef","Mauritius",1,NA,29624.75,9854.514,74.87399,72.82872,603.3245,39479.26,3,1,0,3,4,3,4,0,1,2468.729,1481.237,78.01,0,0,32.6354,730
