"hopt_dist","hopt_edu","hopt_safe","hopt_nroom","hopt_fq","hopt_loc","hopt_price_rnorm","hopt_price"
2,0,2,0,2,3,-2.13679182826549,146005.267885316
4,0,3,0,3,2,-1.10133377547794,182913.634513375
4,0,2,0,4,4,0.378583646402654,227394.520398901
4,0,5,0,4,3,0.971259328299218,253296.585426788
1,0,4,2,1,4,-0.00488539903062233,207284.783691117
3,0,1,1,4,2,-0.846611800696878,186649.807417108
1,1,4,2,4,3,0.150676694324427,222076.459377367
4,0,2,0,1,3,-1.42298872953901,169692.085512733
4,0,1,1,3,2,-1.86093483186319,135338.930495492
4,0,3,1,1,5,0.34650758560887,221971.268336112
4,1,4,2,4,4,2.0934304346274,386824.746354961
4,0,3,2,3,3,0.48031545179868,231832.834153984
2,1,4,2,3,4,0.501989880110154,231816.541445217
1,0,2,0,3,5,-0.96054301461304,183159.356939343
4,1,3,0,5,4,1.16095772877097,253268.49733535
4,1,5,1,3,1,0.0803221194656604,218202.073980538
3,0,3,2,5,3,1.19946364906658,309217.217069208
3,0,1,1,1,2,-1.81144866408452,167291.707174517
4,1,4,2,3,1,-0.22928898668954,203495.235217641
5,0,2,3,3,2,0.579376290269627,232918.783851165
2,0,3,1,3,3,-0.382693460589181,197734.446866988
4,0,1,0,2,3,-1.43018690715399,164601.559238975
4,0,2,2,4,2,0.139188790566506,217715.441697436
3,0,4,4,4,1,0.533296149527734,232214.207969326
4,0,4,3,2,4,1.3096645219452,281286.9525552
1,0,2,1,2,4,-0.898487696141776,185714.254926679
2,0,2,2,3,1,-1.66114882616473,174101.946544934
2,0,3,3,4,3,1.01007838480081,254451.079660105
4,0,4,0,2,2,-1.01930153025541,184419.153479468
4,0,3,2,5,2,1.09030265069696,248110.724609058
5,0,1,2,4,4,1.14351527307211,249889.666060979
3,1,5,2,2,2,0.763281753257197,235966.816293581
3,0,4,2,3,1,-0.303412046610002,198703.314200219
3,0,1,0,2,5,-0.294553532890762,197506.467805365
3,1,2,1,1,3,-1.08462807598535,183161.881444024
3,1,2,4,4,2,0.796723825849,239690.263559339
3,1,4,0,4,2,-0.440514464036677,196230.719968899
1,1,4,3,5,2,0.503745763955123,229309.05524917
2,0,2,2,3,3,-0.342915863574073,199940.807502476
4,1,5,0,3,3,1.02175740830065,247864.340673764
2,1,4,0,5,4,0.680700279698266,233039.909961702
2,0,3,2,4,5,1.25633714025881,291345.05290176
3,0,3,1,3,1,-1.17701180724508,179136.708792809
5,0,2,0,2,1,-1.50964093148503,171959.863646944
1,0,1,3,4,4,0.147841893720093,220063.025263989
2,0,2,3,3,2,-0.726366985480261,190275.581074258
4,0,3,4,2,3,1.41534196957876,307790.268049654
3,0,3,4,4,3,1.53812432431367,342977.259025797
5,0,4,1,2,2,0.121082328711948,215729.345520781
2,0,1,4,5,3,0.638659324755186,231647.732678771
3,0,2,1,5,2,-0.154116783153371,205158.169064139
2,1,2,1,3,5,0.797164825822797,235352.119676037
4,0,2,3,4,3,1.09481554730011,250268.289880256
2,0,4,1,4,2,-0.972818214048237,181766.09919159
3,0,4,1,3,2,-0.136390306223345,207269.796819579
3,0,1,1,4,5,0.131188061871818,216725.599441952
4,0,2,2,3,1,-0.271837305922513,205711.486511275
3,0,2,1,4,3,-0.243238329374893,208495.212886094
2,1,3,2,4,3,-0.104243122197832,209522.809755199
2,0,4,3,4,3,1.29728253275963,235381.517891523
4,1,4,3,4,4,2.29227706454052,423937.510357401
3,1,4,4,5,5,3.14505826276076,478589.670565463
2,0,1,0,3,2,-1.63672701014729,164984.358196063
3,0,2,1,2,3,-1.00214533439072,185070.070170612
5,0,1,1,2,2,-0.631672227971224,194874.777378034
3,1,5,3,5,2,1.08714302566265,255786.296126568
3,0,2,1,4,1,-1.16802806534006,176736.745881972
3,0,3,2,2,5,0.608279196756379,236230.090932861
5,1,2,2,3,2,-0.0362312447540854,207068.114671104
3,0,1,3,3,3,-0.22105228521626,203057.908474594
1,0,4,4,3,2,0.128779599041537,214082.722408341
4,0,2,3,2,1,-0.623637340864291,195009.291433161
3,0,3,3,5,1,0.127974382498544,216221.571339725
3,1,3,1,3,3,0.847808622056331,242465.786608428
4,0,3,1,2,2,-0.689685305732028,189689.092132906
2,1,3,2,2,2,-0.251823644694441,208067.900675952
4,0,2,3,3,1,-0.56739196084654,195670.281784229
2,0,2,4,4,4,1.02909024414694,249154.935338437
2,0,3,0,4,4,-0.256585297688537,206957.493331891
1,0,1,1,2,4,-1.39028350275167,176388.168244262
2,0,3,2,1,4,-0.983329069523976,183969.410639299
3,1,2,4,3,3,0.355348224493049,221776.291948587
1,0,2,2,3,4,0.341393000265543,226772.638579096
3,0,1,0,1,5,-1.88836017253834,120846.809554201
1,0,4,2,4,4,0.512143333534356,230362.835537337
3,0,3,1,3,3,-0.0191431290867973,207471.95790994
2,0,2,1,4,4,-0.132889727629104,208791.789976278
3,0,2,4,3,3,0.802830520642371,241607.49861609
2,0,4,1,2,2,-0.903854513762687,186710.547867604
2,0,3,2,3,1,-1.08483611372345,180635.291545696
3,0,2,4,4,2,0.435449853194613,227417.040707308
2,1,4,0,1,3,-1.60086371990178,170509.063610996
2,0,3,1,3,1,-1.62113951439994,164761.133844274
5,0,2,0,2,3,-0.883477070696794,188387.565109638
3,1,3,1,3,3,-0.534703273926734,197016.457286921
2,0,3,2,4,3,-0.171581690664464,208421.852439525
2,0,1,4,5,2,-0.0865453551272424,208594.930567457
2,0,3,1,4,4,0.48423674418616,225369.294264694
4,0,3,0,2,5,0.794617366132826,241848.559078444
5,0,2,3,3,2,0.499807881803615,227927.297428971
1,0,4,3,4,3,-0.19136155908974,207575.017438809
3,0,3,1,2,2,-0.455144222760051,195163.583391437
3,0,3,3,4,2,0.0263972315791084,214328.935672331
2,0,3,3,2,3,-0.380199893256732,198210.044184472
3,0,1,1,1,4,-1.23475955063987,177429.86246005
4,0,4,3,3,4,1.70707876410587,345719.203098997
1,0,2,1,1,5,-1.1342433916433,175766.801557583
3,0,3,0,3,2,-1.97273640427586,120420.142591533
1,0,3,3,2,3,-0.611169791111119,193182.273278904
1,0,1,3,3,1,-2.32938086396443,159152.703904628
1,0,2,2,4,4,0.00151954162208803,216289.57473958
4,0,4,0,1,3,-0.507594891166333,196520.791933276
4,0,1,2,2,4,-0.0525224628982443,211796.673920577
3,0,2,1,4,5,0.652986566075943,231006.669648996
3,0,1,3,3,2,-0.870183328697015,186371.458220281
2,1,4,3,4,4,1.5185152825786,316203.258895669
3,0,4,0,5,1,-0.822865298126421,186174.558288303
3,0,3,2,3,2,-0.646496180036354,195392.34956389
2,0,3,2,4,3,-0.242881042508576,207467.083962655
3,0,3,1,2,5,0.523592835513203,225405.301624003
2,1,3,0,4,4,0.265604828819474,217090.550014175
4,0,1,2,4,5,1.61701741323763,367107.419041318
2,0,2,0,1,2,-2.25394890616075,142460.941066468
3,1,4,1,2,3,-0.300575405544983,202117.328757958
4,0,3,1,3,3,0.405690816336063,222646.624905891
4,1,5,1,3,4,1.59390990566421,348792.877841651
4,0,2,2,3,4,0.359095257422483,223599.904137449
2,0,3,2,4,2,-0.425882137212101,197234.707061909
2,1,3,3,3,3,0.313722255987416,224810.039345663
3,1,1,3,2,5,0.244682310133958,221224.017970787
4,0,4,4,5,3,2.09512611413993,433854.644032922
3,0,2,2,2,3,-0.543510041063895,193967.905844462
3,1,2,0,1,3,-1.38307094999618,175487.14333316
2,0,2,1,3,3,-0.662419470002799,191097.514039375
2,0,4,3,3,4,1.02781469709522,253694.629238642
4,0,4,3,4,2,0.761054169166275,238911.9624894
5,0,3,1,4,1,-0.0273356783681113,209170.142085389
4,0,2,4,5,2,1.46520190156669,378493.915694828
4,1,3,3,3,1,0.00865379207603775,216077.964861711
3,0,3,3,3,2,0.399359914805238,225349.07986302
3,1,4,4,4,2,1.58649264864225,329901.395577937
5,1,2,1,4,4,1.54772293541837,362321.145194384
1,0,3,2,3,5,0.588011234567842,233292.230974878
2,0,2,2,3,4,0.0153259737053885,214511.92669487
3,0,3,2,1,1,-1.63203645453794,173881.668091447
3,1,1,1,3,4,-0.202908384373497,207719.757158115
1,0,1,2,4,2,-1.71994500804245,168210.970358206
2,0,4,1,3,3,-0.247667788930913,203483.767551265
5,0,4,2,3,1,0.554439295282138,231051.696952902
3,0,4,2,3,4,0.75161790284037,237163.822467756
3,0,4,0,1,2,-1.5199754769015,171181.528827387
2,0,3,1,4,4,-0.0258220415939338,209670.368497712
5,1,3,1,4,3,1.55363467931516,345502.594915769
4,0,1,2,2,3,-0.200823692943919,206475.729856597
5,0,2,1,2,2,-0.178542945835175,207807.135998697
1,0,2,1,3,4,-0.781469362984469,188024.831904648
4,0,1,1,4,3,-0.35433273834,199897.091349669
2,0,3,3,4,2,0.035194993415267,213600.520851253
2,1,3,0,4,4,0.0608519064562515,218080.399950166
5,0,3,0,2,3,0.122797178645442,216514.6142385
4,1,2,3,2,3,0.546955507515014,229043.461389241
4,0,2,0,2,2,-1.36755936218816,177659.735824518
5,1,4,1,5,2,0.900098305326318,243548.979538368
1,0,4,3,4,2,-0.920227388777988,186375.574790722
4,0,3,1,3,2,-0.0445430917192035,208266.97445104
2,0,3,3,4,4,0.630620344091075,236307.261830249
2,0,2,1,1,3,-1.73192028462689,171968.357492405
3,0,2,1,3,1,-1.6969810934258,173010.198525733
5,1,3,2,2,1,-0.17875307059306,203957.87470416
2,0,2,1,4,3,-0.426004105160816,195941.12720384
3,0,3,1,4,4,0.187420854508797,217431.68113537
3,0,3,1,4,4,0.372066886040314,221429.61013004
4,0,3,1,2,3,-0.50265446171606,193483.885709789
2,0,3,0,2,2,-2.12613857596223,118682.172012791
4,0,3,4,3,1,-1.05072978618107,182006.103990506
1,0,1,3,4,3,-0.412243784838259,201481.835533211
4,0,2,2,4,2,0.24712465830893,218148.123703651
2,0,3,0,3,4,-0.592440002671179,191839.42113817
2,0,3,1,5,5,1.353586224553,260656.433284382
4,1,2,0,1,5,0.14440254348937,218893.657539637
3,0,5,4,4,2,1.56261027895268,369613.859593641
5,1,5,1,2,3,1.3029985367946,310489.342214534
4,0,4,3,4,2,0.972169620169991,255308.095459045
3,0,4,3,3,5,1.70464485018107,363924.303673424
1,0,2,1,4,1,-2.27986357388916,127464.668469344
4,0,3,1,3,5,1.2911541893716,240787.766072278
2,0,2,3,2,2,-1.12135594447964,181347.800126429
2,0,1,2,3,2,-1.65230375251106,166151.620877643
4,0,3,2,1,3,0.0385482383901258,217801.883563123
3,0,1,2,2,3,-1.07756657918452,182086.658933141
4,1,2,0,1,3,-0.860256909774865,187946.784007929
2,0,3,3,4,2,0.259315115065871,221583.926964635
1,0,4,4,3,2,-0.152386902323532,201895.31997684
1,0,4,1,3,4,-0.578665931142409,196914.742808569
2,0,4,2,3,2,-0.850492888430987,187736.98964099
2,1,3,1,3,4,0.098041852043116,215675.210702327
2,1,5,3,3,3,0.646383663861436,230771.993620955
1,1,2,2,4,3,-0.501984183079013,197625.07486902
3,0,2,2,3,3,-0.498058498269346,195047.19795386
3,0,2,2,4,5,1.86791598158174,377874.518983969
2,0,3,3,2,1,-1.60103659370892,173768.244330994
3,0,3,0,1,2,-2.08778710349513,138496.407123909
3,1,2,3,4,1,-0.747577469549826,187120.982082807
3,1,5,4,5,3,2.48591768041158,404178.62675208
1,0,1,0,4,4,-1.88601897342701,148926.369609383
2,0,2,2,3,2,-0.472574969823043,194205.225986916
4,0,3,1,1,1,-2.12168754831318,122780.842870524
4,1,3,3,3,2,0.532916188871886,228057.887690776
3,1,4,3,4,5,2.17937861720381,373995.121081953
3,0,3,4,5,2,1.15473334466579,255814.115111755
3,0,4,0,3,3,-0.452216029081998,196361.687019049
3,0,3,2,4,4,1.26824364556731,286391.140197485
4,1,3,2,4,4,1.8472009333917,392402.547121035
2,1,3,4,4,3,0.476338683794035,231552.775698556
2,0,2,1,2,3,-0.9564636241087,182568.814875496
2,1,3,1,2,5,1.59497846132659,331596.66703616
4,0,3,0,1,4,0.0184400041952159,216572.666182303
3,0,2,0,3,3,-1.09025166081712,181661.234635272
3,0,3,4,2,2,-0.00112796577278935,211810.277291655
3,0,4,2,4,4,1.40295722125834,294448.153261028
4,0,3,1,4,2,-0.269825255609181,207550.557758892
1,0,4,1,4,2,-1.16946465747969,175272.759374756
3,1,4,3,4,2,1.10942980652112,243904.440958049
3,1,3,0,2,5,0.844553135370864,242099.283863316
2,0,2,2,3,3,-0.418062253519104,196113.031442699
3,0,4,1,1,2,-0.750996861399082,185667.052589473
4,0,4,2,4,2,0.726777215711657,230036.419558865
1,1,5,4,2,4,1.07081151074162,246515.833490959
3,0,2,2,4,5,1.03972908179171,248793.487959157
2,1,3,4,4,4,1.30829842213724,245876.076406764
2,0,4,2,3,5,1.3486030597058,244341.566466445
4,1,5,3,4,1,1.27327358863746,297857.011341771
4,0,4,3,5,1,-0.357868296456468,196120.122740388
2,0,3,0,3,2,-1.83390435463394,172302.771087203
4,0,3,1,4,2,0.533992271581872,230473.867050727
2,1,5,3,3,2,0.15792806334284,222667.510966101
4,1,2,3,1,4,1.25577170451201,279563.090069075
2,0,2,1,1,3,-1.82639604642376,173350.036474065
3,0,3,1,2,5,0.431006074309503,227178.849889601
4,1,3,1,2,4,0.644263657661734,232594.53943848
1,0,3,2,3,3,-1.15326341696635,174790.163532431
3,0,3,1,3,3,-0.0480032645962302,207759.628819202
2,1,4,2,5,4,1.26831117786352,301192.321877446
3,0,1,0,2,5,0.00732611754767584,216243.872962312
2,1,3,1,5,5,1.54221169366818,346091.941477198
2,1,4,1,3,4,1.50362247950181,349118.53588143
2,0,3,1,2,5,0.946075149374716,244701.693766163
1,0,3,3,3,2,-1.6626412828069,165676.879831819
3,1,3,0,3,5,0.383384614215894,226288.739120981
3,0,1,1,4,4,-0.304473803154644,201573.737804794
1,1,3,1,3,2,-0.902941899965618,185474.989523668
1,0,3,1,2,2,-1.93545968030031,118683.408134364
2,0,1,1,3,3,-1.25088603535203,180235.342759255
2,0,1,1,2,4,-0.494158863850076,193127.708780341
3,0,4,2,3,3,0.213345461004972,222507.151425085
4,0,1,1,1,4,-0.876133731157007,186126.021549057
2,1,3,4,5,3,1.60582512764942,331717.850674534
5,0,2,2,2,4,1.82240619507815,337184.66490736
2,0,4,1,1,4,-0.544724806343253,194702.517483777
4,0,4,3,3,1,0.319150847795811,227012.698729809
3,0,5,2,3,1,-0.499967610106491,197895.562322688
3,0,4,2,5,4,2.05483514623492,380838.899309347
2,0,1,0,4,5,-0.136074522877828,210337.206074717
3,0,3,3,2,3,-0.0251911125679624,210280.12794429
2,0,3,1,4,5,0.409642699545302,220877.229592778
2,1,4,1,4,2,0.0651558165558535,217276.587279968
2,1,3,1,2,3,-1.02419048876681,184777.137687584
2,0,2,1,1,4,-1.30083335536937,175290.248674354
3,0,2,2,4,2,-0.321548803124236,196490.722342939
3,1,2,2,1,2,-1.09799419573523,182160.546313406
3,0,1,1,1,3,-1.43244246304693,168265.992170031
3,0,2,1,2,3,-1.42050031866655,168007.904020362
3,1,2,3,3,4,0.95671332144651,247540.398660586
3,1,3,1,4,4,1.37174500620019,293322.475801061
1,0,1,4,5,3,0.0237590731188144,215126.521143111
4,0,1,1,4,4,0.261809223861037,219477.973679747
4,0,2,0,1,3,-0.853817407397565,185377.767077809
1,0,4,4,5,2,0.0456970717743049,218212.865682983
2,0,1,1,3,2,-1.671279158413,164674.23784
2,0,3,1,2,5,0.89033496016923,238901.03051984
4,0,1,1,2,3,-0.850275227112113,187271.130940878
1,0,2,2,3,4,-0.251028681815391,202290.043366378
3,0,4,1,4,2,-0.0230138334908845,213727.652958764
4,0,3,1,3,5,1.22146394595859,275652.186244438
3,0,1,0,1,3,-2.19109638776127,127254.899626741
3,0,2,4,2,2,-0.544809447024925,197277.56042634
1,0,3,1,2,4,-0.79679995992165,185787.345365317
5,0,3,0,2,1,-1.62245168688178,167148.610127143
1,0,3,1,1,4,-1.43209786124091,165296.504559298
3,0,3,1,4,4,0.0773793482353888,211539.952437736
3,0,4,1,4,2,0.1723485426416,221906.412258686
3,0,1,0,3,2,-2.32724900340261,138739.123963941
3,0,2,2,2,3,-0.454570192136348,193295.929701055
2,0,4,4,4,3,1.04243437773082,244283.219239996
4,0,3,0,1,3,-0.542734453509802,198184.620615703
3,1,5,1,4,3,0.929127289771252,245475.419174429
1,0,5,4,5,2,0.214580651901885,217194.497766202
1,0,3,1,4,5,0.4299113512378,225632.65883331
4,0,2,0,2,5,0.402295484113297,220859.152060147
1,1,4,0,2,3,-0.958721434841704,182314.506556558
1,0,2,2,4,3,-0.834335810888926,187087.160085193
2,0,2,2,4,2,-1.07773433143454,181246.04532795
3,1,4,4,4,2,1.16413125424415,251765.71357784
5,0,2,0,2,4,-0.957750529336597,181379.298387247
3,0,3,1,3,3,-0.175265871555692,209062.991273652
3,0,3,1,3,2,-0.364267302847085,197173.355208879
3,1,4,4,3,3,1.16674141589614,292191.744324494
1,0,3,2,3,3,-0.67039070102282,192515.879592825
1,0,2,4,4,3,0.284893824418324,221286.660656578
2,0,2,0,2,3,-2.51700092046233,160121.784332998
2,1,3,4,4,4,1.93380269989135,393166.682868268
1,1,1,4,4,4,0.727032667384503,230683.091344021
1,0,4,2,4,4,0.698559055403975,234247.109733615
2,0,2,1,2,2,-1.6413008575805,174229.441357134
5,0,2,4,3,4,2.29003347696768,373105.119853686
3,0,4,0,1,2,-2.10539598527498,164268.71194112
3,0,2,1,2,3,-1.01356687161708,183170.083751164
4,0,2,1,4,4,0.365832952031079,225901.563870915
4,0,2,1,3,4,0.0487626271435816,214903.913997976
3,0,2,1,2,2,-1.37652224512494,177863.204176073
2,0,3,2,5,2,-0.6629349966229,194860.375938468
4,0,3,2,2,1,-0.61597900035605,194559.770144829
2,0,3,2,3,4,-0.18548061001439,203478.766063105
1,0,2,3,2,3,-0.850625591353727,185517.141068364
2,1,5,2,4,5,1.77486374314285,331031.179431897
1,1,4,0,1,5,-0.485124923141062,197482.968330141
3,0,4,2,3,4,0.938632215300299,243422.026977378
4,0,3,0,3,4,0.970876416216097,251021.273673088
3,1,2,2,4,4,1.00399985780869,252472.066874597
3,0,2,1,5,3,0.439245727118766,232269.554571479
3,0,3,3,4,3,0.570944689646976,228101.406825972
1,0,2,2,2,3,-2.01802184682055,121297.685851568
4,1,5,2,4,4,2.74792363978394,445562.631993173
3,0,4,0,2,2,-1.12014449765644,182619.495149004
2,0,4,2,4,2,0.538512046519383,228587.467752387
3,1,2,0,5,4,0.589444779980438,234910.9508036
4,0,4,0,1,4,-0.314962428055859,200825.765622831
2,1,4,1,2,2,-0.891716312921951,186365.132266211
3,1,4,2,3,1,-1.1644273679511,179165.142329287
2,0,2,1,4,4,0.187685935029261,218030.151510273
2,0,5,2,2,2,-0.254150629855537,204789.966656362
4,0,2,1,3,4,0.0321953848137778,212643.003386797
2,0,3,1,1,1,-1.9397940107665,133703.943496337
2,1,4,0,4,5,0.399701586727825,224085.04426338
4,1,2,2,3,3,0.339242541134398,224287.025170275
2,0,4,2,4,4,1.02791903052908,251649.890994431
4,0,1,4,3,4,0.888518990018465,242452.743567856
4,0,4,3,3,3,1.35476077815332,273576.30939649
5,0,3,1,3,2,0.0437663980125968,216839.825542044
2,0,4,1,3,4,0.251337339178363,218473.276838766
4,1,2,1,1,5,0.719880776164364,233033.919157655
3,1,3,3,3,4,1.20922929368068,278278.203708345
3,1,3,0,2,3,-0.576231625402583,194539.78181772
4,0,3,3,2,2,-0.341534294374891,195972.291171914
3,0,3,1,3,2,-0.692202093133243,191108.710722816
3,0,2,4,5,2,0.306878704824304,225231.642532972
2,0,2,1,2,4,-0.612771486899258,192568.041323617
3,0,3,1,4,5,1.76956740022654,332414.470093417
3,0,4,0,2,3,-0.826608827261412,186476.105149734
1,0,2,1,2,5,-0.382149807117819,196215.514040891
3,0,3,1,1,2,-1.11769617970202,182677.197405079
2,0,3,1,2,2,-0.986623298935702,184901.310774071
2,0,1,2,2,3,-0.840841429927033,187632.836375954
3,1,4,1,4,5,1.7983375049456,327579.254030136
2,0,4,3,2,2,-0.365847571839194,202811.112719849
2,0,1,0,1,4,-1.5960053702775,169243.468377304
2,0,2,1,4,2,-1.4567041543884,169877.312274465
2,0,3,0,1,5,0.192897274319039,216226.452642885
3,0,3,1,5,3,0.711051626093717,229938.327256768
3,0,2,4,2,2,0.296018883411302,226253.573284242
4,0,1,2,2,3,-0.255853821382503,206794.271702708
2,0,2,2,3,4,-0.311197213176357,198138.829153464
3,1,3,1,3,4,0.685895336087012,231505.642470889
3,1,3,2,5,3,1.16332967155126,252294.313807552
4,0,1,1,4,3,-0.520686229302381,195672.000683
5,1,2,3,5,2,1.87751057231385,382468.341514842
4,0,4,3,3,1,0.333415683495135,224343.247341449
2,0,3,1,2,4,-0.334134264441381,202067.135265473
2,0,1,2,4,2,-1.22802483034299,177047.240559366
4,0,1,1,4,1,-0.715360715538791,190842.736157268
4,0,2,0,2,4,-0.089129922230358,210310.032262555
3,0,1,0,3,2,-1.43342370051683,173564.839755779
4,0,1,0,4,3,-0.841874411492048,188645.177023784
2,0,3,1,4,2,-0.807795161466202,185610.444588853
2,0,3,0,1,3,-1.77716275333325,174400.769847269
3,0,2,1,4,2,-0.215412732643004,205727.463742877
3,0,3,1,5,5,1.27486071647355,269976.105747457
4,0,2,1,3,3,0.571086424577951,231064.100430422
2,1,3,4,3,3,0.927739399760404,245671.167597201
5,0,2,4,3,3,1.84278459125665,408678.839258859
3,0,2,2,1,3,-1.02527646760688,180438.954134256
2,0,2,1,3,5,0.502306791030423,228769.051898316
3,0,3,3,4,1,-0.687665609233693,195779.997876668
3,1,4,1,5,3,0.505383570023765,227206.828395191
1,0,4,1,1,3,-1.67529852321262,165748.504026546
3,0,1,1,1,5,-0.476018811176764,196194.95928855
2,0,4,1,4,2,-0.818386320016504,188072.787890381
2,0,2,1,4,3,-0.576440798927248,197227.854047372
2,1,4,2,3,3,0.168607647221356,219625.76758231
4,0,3,1,4,5,1.844495556626,410996.678042735
3,1,5,4,5,3,3.5014718615244,486992.265129948
3,0,2,3,1,4,-0.0110031852701014,206977.906971521
4,0,4,1,4,4,2.078223025263,426911.14319838
1,0,4,1,3,5,0.695941844449172,237127.556665453
4,1,5,1,4,1,0.253943022287446,218853.11798023
2,0,4,1,2,1,-1.76933310309079,174334.479004837
4,0,2,1,4,3,0.406849879264683,220904.496641412
3,0,4,4,4,3,1.23233333827359,252388.434347773
3,0,4,1,1,3,-0.524489335759533,193477.414760156
4,0,4,2,3,4,1.74125159408529,347830.482653603
4,0,2,2,2,4,0.0180161177002976,217262.486313644
3,0,2,3,3,4,0.377677030964789,221161.145385389
3,0,4,2,2,2,0.0769441102885958,213274.417426408
4,0,2,1,2,2,-1.16952710128521,174856.947303314
3,0,3,2,4,3,0.720525153809356,237041.758856148
5,1,5,3,1,1,0.832571950030403,237215.275507412
2,0,1,1,2,4,-0.964568166577288,181306.681170417
4,1,2,2,4,3,0.435938967081137,229488.755208854
4,0,2,2,4,2,0.406396349722717,224825.386952919
2,0,2,2,4,1,-1.36031147747555,178822.762735349
3,0,4,4,4,1,-0.025153221688977,212635.604862258
2,0,2,1,3,3,-0.949888142435864,181799.363952023
3,1,4,4,4,4,2.12518104648256,427516.509192415
4,1,4,1,1,3,0.319078770313059,221822.94934373
4,0,2,0,2,4,-1.07028926184122,183500.633016889
2,1,3,1,4,5,1.43350192082323,260168.789218649
2,1,1,2,2,4,0.100185360116944,214360.622071578
3,0,2,1,3,1,-1.69709337569685,173737.067909372
4,1,2,1,4,4,1.40387229994352,311462.336399186
2,0,3,0,4,4,-0.457055487999005,196257.629376371
3,0,2,0,4,3,-0.542597579344679,195529.681776309
1,0,1,0,2,4,-2.03621334842723,124283.971722506
2,1,3,4,4,2,0.221751669668381,222309.991719329
2,0,4,1,2,4,0.271880332296643,219311.413031094
2,0,2,0,1,1,-3.95036059352365,154025.905699592
4,0,3,2,3,2,0.132799081551733,220521.743630711
4,1,3,1,4,2,0.0113650504163554,214145.677340381
3,1,5,1,1,4,0.24498337610008,220021.912783758
4,0,3,0,2,2,-0.714695354313277,191325.845458868
4,0,2,0,2,5,-0.0804488837048589,208686.392770099
3,0,2,3,3,3,-0.197654401754976,201628.117604014
3,0,1,3,2,2,-0.59102549851969,190821.783551544
2,1,3,2,4,3,0.132902069686828,218868.473746819
1,1,5,4,4,3,1.51135305519408,328213.877666559
4,0,3,0,2,3,-0.906883739926153,186238.182674706
3,0,4,0,1,3,-1.15619094175498,179003.255850269
2,0,2,3,3,2,-0.455754144926282,195744.841898278
3,1,3,4,3,1,0.0109774589078842,213055.272876463
2,0,1,1,4,2,-1.37919622158112,177190.897217497
5,0,3,1,2,2,-0.15535641907191,204713.234853139
3,1,4,1,3,3,0.300152758271849,224661.168184888
4,0,3,3,1,2,0.0500556516190175,215793.400737173
5,0,4,1,2,4,1.66402531535396,320132.391900524
4,0,2,3,1,3,0.231554116915043,222571.163750558
3,1,5,1,2,3,0.973711482833258,251469.940189765
2,0,3,1,5,4,0.381971058443673,222443.542933915
2,0,1,1,1,5,-0.272871801421262,201839.721468452
1,0,2,2,1,4,-0.522930392552575,193078.334733302
3,0,3,1,3,1,-1.38319243751992,177722.372467251
5,1,3,0,2,4,0.247187548816591,216853.306229332
4,0,5,0,2,2,-0.252540511002003,207969.019768245
2,0,2,0,2,2,-2.01025453500909,128932.099110119
4,0,2,0,2,2,-1.99054989316497,130598.984566783
1,0,2,2,3,2,-1.19446359320147,178990.872833282
5,0,3,1,2,2,0.657255971109848,233996.112466387
3,0,1,2,3,3,-0.486414818522011,197331.63407867
1,0,3,2,4,4,-0.612142993303978,189025.947737942
4,0,3,0,4,4,-0.0984417481882509,209346.642182255
5,0,3,1,3,5,1.98002957896528,384022.413536794
3,1,4,2,2,2,-0.229339599565386,205495.601521491
4,1,2,1,2,3,0.221917441591246,220321.314835406
2,0,3,1,5,4,0.451341837476801,230114.278405588
3,1,5,4,4,3,2.01184924063655,423574.873224687
3,0,3,1,2,3,0.0228146583198444,216091.379276446
2,0,2,0,2,2,-1.42583261274118,169793.333556466
3,0,2,0,3,4,-0.349375503672662,197100.349946132
3,0,3,1,2,3,-0.365876180751098,201056.578931329
3,0,5,3,3,4,1.59576952228738,377815.893052562
4,0,1,1,3,2,-1.04970544260247,183728.527606459
1,1,4,3,2,4,0.571310057881602,229988.16138997
3,0,1,0,3,4,-0.748230572733141,185933.359927771
4,0,3,3,5,1,-0.0135028086714828,210058.082188271
2,0,3,2,3,2,-0.414913278708344,200136.361377547
4,0,2,2,1,5,1.4471183128862,374872.593398631
2,1,4,1,4,4,0.828734884956103,245704.977300953
3,0,3,3,3,2,-0.179094519544559,203075.920645577
4,0,1,0,2,4,-1.15251482422754,176802.711308287
4,0,2,2,4,4,1.60468654253925,348296.145719252
4,0,3,2,2,2,0.0132586840919175,217558.446210703
4,1,3,2,1,2,-0.190771439368528,203480.103379421
2,0,4,1,4,5,1.44152874761248,365532.307848851
3,1,5,3,3,1,-0.271263936019138,201998.547569178
3,0,5,1,5,1,0.639489905981519,235861.737571897
3,0,3,1,3,4,0.096753286563507,213628.917170149
2,0,1,3,5,2,0.0170453578964258,217189.089282634
2,1,4,2,4,1,-0.993634247502423,180844.927197533
2,1,5,2,4,3,1.26160287519477,290183.962773739
3,1,2,1,2,2,-1.10386528602605,183705.446714704
4,0,3,1,2,2,-0.865196914655223,185268.510235854
5,1,4,1,2,3,1.60630115630446,321990.550912419
2,0,5,3,3,3,1.33439202919186,235410.395411207
1,0,3,4,4,3,0.574082241998306,225968.609777965
4,0,2,3,4,1,-0.383426030997687,196088.359401026
3,1,5,3,4,3,1.46742045793003,369990.173504531
2,0,3,1,4,5,1.01592391564631,248204.678340089
